1784822758.324106 server started (54747): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1784822758.324121 on Linux 6.6.87.2-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Thu Jun  5 18:30:46 UTC 2025
1784822758.324123 using libevent 2.1.12-stable poll
1784822758.324124 using ncurses 6.4 20240113
1784822758.333375 cmd_parse_build_commands 0:3 0:2: toggle-position
1784822758.333376 cmd_parse_build_commands 0:0: send
1784822758.333377 cmd_parse_build_commands 0:1: -X
1784822758.333377 cmd_parse_build_commands 0:2: toggle-position
1784822758.333378 args_parse_flags: next -X
1784822758.333379 args_parse_flags: -X
1784822758.333379 args_parse_flags: next toggle-position
1784822758.333380 args_parse: flags end at 2 of 3
1784822758.333381 args_parse: 2 = toggle-position (type STRING)
1784822758.333382 cmd_parse_build_commands: send-keys -X toggle-position
1784822758.333382 args_parse_flags: next -Tcopy-mode-vi
1784822758.333383 args_parse_flag_argument: -T = copy-mode-vi
1784822758.333383 args_parse_flags: next P
1784822758.333384 args_parse: flags end at 2 of 4
1784822758.333384 args_parse: 2 = P (type STRING)
1784822758.333386 args_parse: 3 = send-keys -X toggle-position (type COMMANDS)
1784822758.333388 cmd_parse_build_commands: bind-key -T copy-mode-vi P { send-keys -X toggle-position }
1784822758.333389 cmdq_get_command: [bind-key/0x5ec0755f9a10] group 2332
1784822758.333390 cmdq_append <global>: [bind-key/0x5ec0755f9a10]
1784822758.333391 yylex_token: end at WS
1784822758.333391 yylex_token: bind
1784822758.333392 yylex_token: end at WS
1784822758.333392 yylex_token: -Tcopy-mode-vi
1784822758.333393 yylex_token: end at WS
1784822758.333393 yylex_token: T
1784822758.333394 yylex_token: end at WS
1784822758.333395 yylex_token: command-prompt
1784822758.333395 yylex_token: end at WS
1784822758.333396 yylex_token: -1p(jump to backward)
1784822758.333396 yylex_token: end at WS
1784822758.333397 yylex_token: send
1784822758.333397 yylex_token: end at WS
1784822758.333398 yylex_token: -X
1784822758.333399 yylex_token: end at WS
1784822758.333399 yylex_token: jump-to-backward
1784822758.333400 yylex_token: end at WS
1784822758.333400 yylex_token: %%
1784822758.333401 cmd_parse_build_commands 0:0: bind
1784822758.333402 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1784822758.333402 cmd_parse_build_commands 0:2: T
1784822758.333403 cmd_parse_build_commands 0:3 0:0: command-prompt
1784822758.333404 cmd_parse_build_commands 0:3 0:1: -1p(jump to backward)
1784822758.333405 cmd_parse_build_commands 0:3 0:2 0:0: send
1784822758.333405 cmd_parse_build_commands 0:3 0:2 0:1: -X
1784822758.333406 cmd_parse_build_commands 0:3 0:2 0:2: jump-to-backward
1784822758.333407 cmd_parse_build_commands 0:3 0:2 0:3: %%
1784822758.333407 cmd_parse_build_commands 0:0: command-prompt
1784822758.333408 cmd_parse_build_commands 0:1: -1p(jump to backward)
1784822758.333409 cmd_parse_build_commands 0:2 0:0: send
1784822758.333409 cmd_parse_build_commands 0:2 0:1: -X
1784822758.333410 cmd_parse_build_commands 0:2 0:2: jump-to-backward
1784822758.333411 cmd_parse_build_commands 0:2 0:3: %%
1784822758.333411 cmd_parse_build_commands 0:0: send
1784822758.333412 cmd_parse_build_commands 0:1: -X
1784822758.333413 cmd_parse_build_commands 0:2: jump-to-backward
1784822758.333413 cmd_parse_build_commands 0:3: %%
1784822758.333414 args_parse_flags: next -X
1784822758.333415 args_parse_flags: -X
1784822758.333415 args_parse_flags: next jump-to-backward
1784822758.333416 args_parse: flags end at 2 of 4
1784822758.333417 args_parse: 2 = jump-to-backward (type STRING)
1784822758.333417 args_parse: 3 = %% (type STRING)
1784822758.333419 cmd_parse_build_commands: send-keys -X jump-to-backward "%%"
1784822758.333420 args_parse_flags: next -1p(jump to backward)
1784822758.333420 args_parse_flags: -1
1784822758.333421 args_parse_flag_argument: -p = (jump to backward)
1784822758.333422 args_parse: flags end at 2 of 3
1784822758.333423 args_parse: 2 = send-keys -X jump-to-backward "%%" (type COMMANDS)
1784822758.333425 cmd_parse_build_commands: command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" }
1784822758.333425 args_parse_flags: next -Tcopy-mode-vi
1784822758.333426 args_parse_flag_argument: -T = copy-mode-vi
1784822758.333427 args_parse_flags: next T
1784822758.333427 args_parse: flags end at 2 of 4
1784822758.333428 args_parse: 2 = T (type STRING)
1784822758.333430 args_parse: 3 = command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } (type COMMANDS)
1784822758.333433 cmd_parse_build_commands: bind-key -T copy-mode-vi T { command-prompt -1 -p "(jump to backward)" { send-keys -X jump-to-backward "%%" } }
1784822758.333434 cmdq_get_command: [bind-key/0x5ec0755f9fa0] group 2340
1784822758.333435 cmdq_append <global>: [bind-key/0x5ec0755f9fa0]
1784822758.333435 yylex_token: end at WS
1784822758.333436 yylex_token: bind
1784822758.333436 yylex_token: end at WS
1784822758.333437 yylex_token: -Tcopy-mode-vi
1784822758.333437 yylex_token: end at WS
1784822758.333438 yylex_token: V
1784822758.333438 yylex_token: end at WS
1784822758.333439 yylex_token: send
1784822758.333439 yylex_token: end at WS
1784822758.333440 yylex_token: -X
1784822758.333441 yylex_token: end at WS
1784822758.333441 yylex_token: select-line
1784822758.333443 cmd_parse_build_commands 0:0: bind
1784822758.333444 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1784822758.333444 cmd_parse_build_commands 0:2: V
1784822758.333445 cmd_parse_build_commands 0:3 0:0: send
1784822758.333446 cmd_parse_build_commands 0:3 0:1: -X
1784822758.333446 cmd_parse_build_commands 0:3 0:2: select-line
1784822758.333447 cmd_parse_build_commands 0:0: send
1784822758.333448 cmd_parse_build_commands 0:1: -X
1784822758.333448 cmd_parse_build_commands 0:2: select-line
1784822758.333449 args_parse_flags: next -X
1784822758.333450 args_parse_flags: -X
1784822758.333450 args_parse_flags: next select-line
1784822758.333451 args_parse: flags end at 2 of 3
1784822758.333451 args_parse: 2 = select-line (type STRING)
1784822758.333453 cmd_parse_build_commands: send-keys -X select-line
1784822758.333453 args_parse_flags: next -Tcopy-mode-vi
1784822758.333454 args_parse_flag_argument: -T = copy-mode-vi
1784822758.333454 args_parse_flags: next V
1784822758.333455 args_parse: flags end at 2 of 4
1784822758.333455 args_parse: 2 = V (type STRING)
1784822758.333457 args_parse: 3 = send-keys -X select-line (type COMMANDS)
1784822758.333458 cmd_parse_build_commands: bind-key -T copy-mode-vi V { send-keys -X select-line }
1784822758.333459 cmdq_get_command: [bind-key/0x5ec0755fa340] group 2352
1784822758.333460 cmdq_append <global>: [bind-key/0x5ec0755fa340]
1784822758.333461 yylex_token: end at WS
1784822758.333462 yylex_token: bind
1784822758.333462 yylex_token: end at WS
1784822758.333463 yylex_token: -Tcopy-mode-vi
1784822758.333463 yylex_token: end at WS
1784822758.333464 yylex_token: W
1784822758.333465 yylex_token: end at WS
1784822758.333465 yylex_token: send
1784822758.333466 yylex_token: end at WS
1784822758.333466 yylex_token: -X
1784822758.333467 yylex_token: end at WS
1784822758.333467 yylex_token: next-space
1784822758.333468 cmd_parse_build_commands 0:0: bind
1784822758.333469 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1784822758.333469 cmd_parse_build_commands 0:2: W
1784822758.333470 cmd_parse_build_commands 0:3 0:0: send
1784822758.333471 cmd_parse_build_commands 0:3 0:1: -X
1784822758.333471 cmd_parse_build_commands 0:3 0:2: next-space
1784822758.333472 cmd_parse_build_commands 0:0: send
1784822758.333473 cmd_parse_build_commands 0:1: -X
1784822758.333473 cmd_parse_build_commands 0:2: next-space
1784822758.333474 args_parse_flags: next -X
1784822758.333475 args_parse_flags: -X
1784822758.333475 args_parse_flags: next next-space
1784822758.333476 args_parse: flags end at 2 of 3
1784822758.333476 args_parse: 2 = next-space (type STRING)
1784822758.333477 cmd_parse_build_commands: send-keys -X next-space
1784822758.333478 args_parse_flags: next -Tcopy-mode-vi
1784822758.333479 args_parse_flag_argument: -T = copy-mode-vi
1784822758.333479 args_parse_flags: next W
1784822758.333480 args_parse: flags end at 2 of 4
1784822758.333480 args_parse: 2 = W (type STRING)
1784822758.333481 args_parse: 3 = send-keys -X next-space (type COMMANDS)
1784822758.333483 cmd_parse_build_commands: bind-key -T copy-mode-vi W { send-keys -X next-space }
1784822758.333484 cmdq_get_command: [bind-key/0x5ec0755faa30] group 2360
1784822758.333485 cmdq_append <global>: [bind-key/0x5ec0755faa30]
1784822758.333485 yylex_token: end at WS
1784822758.333486 yylex_token: bind
1784822758.333487 yylex_token: end at WS
1784822758.333487 yylex_token: -Tcopy-mode-vi
1784822758.333488 yylex_token: end at WS
1784822758.333488 yylex_token: X
1784822758.333489 yylex_token: end at WS
1784822758.333489 yylex_token: send
1784822758.333490 yylex_token: end at WS
1784822758.333490 yylex_token: -X
1784822758.333491 yylex_token: end at WS
1784822758.333491 yylex_token: set-mark
1784822758.333492 cmd_parse_build_commands 0:0: bind
1784822758.333493 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1784822758.333494 cmd_parse_build_commands 0:2: X
1784822758.333494 cmd_parse_build_commands 0:3 0:0: send
1784822758.333495 cmd_parse_build_commands 0:3 0:1: -X
1784822758.333495 cmd_parse_build_commands 0:3 0:2: set-mark
1784822758.333496 cmd_parse_build_commands 0:0: send
1784822758.333498 cmd_parse_build_commands 0:1: -X
1784822758.333498 cmd_parse_build_commands 0:2: set-mark
1784822758.333499 args_parse_flags: next -X
1784822758.333500 args_parse_flags: -X
1784822758.333500 args_parse_flags: next set-mark
1784822758.333501 args_parse: flags end at 2 of 3
1784822758.333501 args_parse: 2 = set-mark (type STRING)
1784822758.333502 cmd_parse_build_commands: send-keys -X set-mark
1784822758.333503 args_parse_flags: next -Tcopy-mode-vi
1784822758.333504 args_parse_flag_argument: -T = copy-mode-vi
1784822758.333504 args_parse_flags: next X
1784822758.333505 args_parse: flags end at 2 of 4
1784822758.333505 args_parse: 2 = X (type STRING)
1784822758.333506 args_parse: 3 = send-keys -X set-mark (type COMMANDS)
1784822758.333508 cmd_parse_build_commands: bind-key -T copy-mode-vi X { send-keys -X set-mark }
1784822758.333509 cmdq_get_command: [bind-key/0x5ec0755fb800] group 2368
1784822758.333509 cmdq_append <global>: [bind-key/0x5ec0755fb800]
1784822758.333511 yylex_token: end at WS
1784822758.333511 yylex_token: bind
1784822758.333512 yylex_token: end at WS
1784822758.333512 yylex_token: -Tcopy-mode-vi
1784822758.333513 yylex_token: end at WS
1784822758.333514 yylex_token: ^
1784822758.333514 yylex_token: end at WS
1784822758.333515 yylex_token: send
1784822758.333515 yylex_token: end at WS
1784822758.333516 yylex_token: -X
1784822758.333516 yylex_token: end at WS
1784822758.333517 yylex_token: back-to-indentation
1784822758.333518 cmd_parse_build_commands 0:0: bind
1784822758.333518 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1784822758.333519 cmd_parse_build_commands 0:2: ^
1784822758.333520 cmd_parse_build_commands 0:3 0:0: send
1784822758.333520 cmd_parse_build_commands 0:3 0:1: -X
1784822758.333521 cmd_parse_build_commands 0:3 0:2: back-to-indentation
1784822758.333522 cmd_parse_build_commands 0:0: send
1784822758.333522 cmd_parse_build_commands 0:1: -X
1784822758.333523 cmd_parse_build_commands 0:2: back-to-indentation
1784822758.333524 args_parse_flags: next -X
1784822758.333524 args_parse_flags: -X
1784822758.333525 args_parse_flags: next back-to-indentation
1784822758.333525 args_parse: flags end at 2 of 3
1784822758.333526 args_parse: 2 = back-to-indentation (type STRING)
1784822758.333527 cmd_parse_build_commands: send-keys -X back-to-indentation
1784822758.333528 args_parse_flags: next -Tcopy-mode-vi
1784822758.333528 args_parse_flag_argument: -T = copy-mode-vi
1784822758.333529 args_parse_flags: next ^
1784822758.333530 args_parse: flags end at 2 of 4
1784822758.333530 args_parse: 2 = ^ (type STRING)
1784822758.333531 args_parse: 3 = send-keys -X back-to-indentation (type COMMANDS)
1784822758.333533 cmd_parse_build_commands: bind-key -T copy-mode-vi ^ { send-keys -X back-to-indentation }
1784822758.333534 cmdq_get_command: [bind-key/0x5ec0755fbe10] group 2376
1784822758.333534 cmdq_append <global>: [bind-key/0x5ec0755fbe10]
1784822758.333535 yylex_token: end at WS
1784822758.333536 yylex_token: bind
1784822758.333537 yylex_token: end at WS
1784822758.333537 yylex_token: -Tcopy-mode-vi
1784822758.333538 yylex_token: end at WS
1784822758.333538 yylex_token: b
1784822758.333539 yylex_token: end at WS
1784822758.333539 yylex_token: send
1784822758.333540 yylex_token: end at WS
1784822758.333540 yylex_token: -X
1784822758.333541 yylex_token: end at WS
1784822758.333541 yylex_token: previous-word
1784822758.333542 cmd_parse_build_commands 0:0: bind
1784822758.333543 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1784822758.333543 cmd_parse_build_commands 0:2: b
1784822758.333544 cmd_parse_build_commands 0:3 0:0: send
1784822758.333545 cmd_parse_build_commands 0:3 0:1: -X
1784822758.333545 cmd_parse_build_commands 0:3 0:2: previous-word
1784822758.333546 cmd_parse_build_commands 0:0: send
1784822758.333547 cmd_parse_build_commands 0:1: -X
1784822758.333547 cmd_parse_build_commands 0:2: previous-word
1784822758.333548 args_parse_flags: next -X
1784822758.333549 args_parse_flags: -X
1784822758.333549 args_parse_flags: next previous-word
1784822758.333550 args_parse: flags end at 2 of 3
1784822758.333552 args_parse: 2 = previous-word (type STRING)
1784822758.333553 cmd_parse_build_commands: send-keys -X previous-word
1784822758.333554 args_parse_flags: next -Tcopy-mode-vi
1784822758.333555 args_parse_flag_argument: -T = copy-mode-vi
1784822758.333555 args_parse_flags: next b
1784822758.333556 args_parse: flags end at 2 of 4
1784822758.333556 args_parse: 2 = b (type STRING)
1784822758.333557 args_parse: 3 = send-keys -X previous-word (type COMMANDS)
1784822758.333559 cmd_parse_build_commands: bind-key -T copy-mode-vi b { send-keys -X previous-word }
1784822758.333560 cmdq_get_command: [bind-key/0x5ec0755fc520] group 2384
1784822758.333560 cmdq_append <global>: [bind-key/0x5ec0755fc520]
1784822758.333562 yylex_token: end at WS
1784822758.333563 yylex_token: bind
1784822758.333563 yylex_token: end at WS
1784822758.333564 yylex_token: -Tcopy-mode-vi
1784822758.333564 yylex_token: end at WS
1784822758.333565 yylex_token: e
1784822758.333565 yylex_token: end at WS
1784822758.333566 yylex_token: send
1784822758.333566 yylex_token: end at WS
1784822758.333567 yylex_token: -X
1784822758.333567 yylex_token: end at WS
1784822758.333568 yylex_token: next-word-end
1784822758.333569 cmd_parse_build_commands 0:0: bind
1784822758.333569 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1784822758.333570 cmd_parse_build_commands 0:2: e
1784822758.333571 cmd_parse_build_commands 0:3 0:0: send
1784822758.333571 cmd_parse_build_commands 0:3 0:1: -X
1784822758.333572 cmd_parse_build_commands 0:3 0:2: next-word-end
1784822758.333573 cmd_parse_build_commands 0:0: send
1784822758.333573 cmd_parse_build_commands 0:1: -X
1784822758.333574 cmd_parse_build_commands 0:2: next-word-end
1784822758.333575 args_parse_flags: next -X
1784822758.333575 args_parse_flags: -X
1784822758.333576 args_parse_flags: next next-word-end
1784822758.333576 args_parse: flags end at 2 of 3
1784822758.333577 args_parse: 2 = next-word-end (type STRING)
1784822758.333578 cmd_parse_build_commands: send-keys -X next-word-end
1784822758.333579 args_parse_flags: next -Tcopy-mode-vi
1784822758.333579 args_parse_flag_argument: -T = copy-mode-vi
1784822758.333580 args_parse_flags: next e
1784822758.333580 args_parse: flags end at 2 of 4
1784822758.333581 args_parse: 2 = e (type STRING)
1784822758.333582 args_parse: 3 = send-keys -X next-word-end (type COMMANDS)
1784822758.333583 cmd_parse_build_commands: bind-key -T copy-mode-vi e { send-keys -X next-word-end }
1784822758.333584 cmdq_get_command: [bind-key/0x5ec0755fcc50] group 2392
1784822758.333585 cmdq_append <global>: [bind-key/0x5ec0755fcc50]
1784822758.333586 yylex_token: end at WS
1784822758.333586 yylex_token: bind
1784822758.333587 yylex_token: end at WS
1784822758.333587 yylex_token: -Tcopy-mode-vi
1784822758.333588 yylex_token: end at WS
1784822758.333588 yylex_token: f
1784822758.333589 yylex_token: end at WS
1784822758.333590 yylex_token: command-prompt
1784822758.333590 yylex_token: end at WS
1784822758.333591 yylex_token: -1p(jump forward)
1784822758.333591 yylex_token: end at WS
1784822758.333592 yylex_token: send
1784822758.333593 yylex_token: end at WS
1784822758.333593 yylex_token: -X
1784822758.333594 yylex_token: end at WS
1784822758.333594 yylex_token: jump-forward
1784822758.333595 yylex_token: end at WS
1784822758.333595 yylex_token: %%
1784822758.333596 cmd_parse_build_commands 0:0: bind
1784822758.333597 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1784822758.333597 cmd_parse_build_commands 0:2: f
1784822758.333598 cmd_parse_build_commands 0:3 0:0: command-prompt
1784822758.333599 cmd_parse_build_commands 0:3 0:1: -1p(jump forward)
1784822758.333599 cmd_parse_build_commands 0:3 0:2 0:0: send
1784822758.333600 cmd_parse_build_commands 0:3 0:2 0:1: -X
1784822758.333601 cmd_parse_build_commands 0:3 0:2 0:2: jump-forward
1784822758.333601 cmd_parse_build_commands 0:3 0:2 0:3: %%
1784822758.333602 cmd_parse_build_commands 0:0: command-prompt
1784822758.333603 cmd_parse_build_commands 0:1: -1p(jump forward)
